time,cpu,mem,net,label
0,32.483570765056164,35.27375207517933,87.047595925526,0.0
1,30.89612462960012,37.13106069008535,93.28977179571986,0.0
2,31.676897316567903,36.23839397772366,95.61659889070215,0.0
3,33.161460307935954,36.639862806424425,98.48481296493938,0.0
4,32.29501487162543,34.66082971140424,94.68727528210903,0.0
5,31.71739826223021,35.799534084771956,97.05414758637585,0.0
6,32.60006480727403,36.400806119452476,91.67985872060193,0.0
7,32.75470341208534,36.13575280233625,91.53884284484454,0.0
8,32.187806151889774,37.07786023307965,91.66518168022034,0.0
9,32.24030555849378,38.02637330611027,93.44865375130516,0.0
10,31.760239635581932,37.37370619353406,94.77784043776788,0.0
11,31.596506909382402,36.940961918038575,92.71630109039208,0.0
12,31.393643776115074,36.95725621788743,91.21178609359988,0.0
13,29.67548872558216,36.51489711785856,90.80086058915587,0.0
14,28.930106496687312,38.42105977407843,92.73254712128029,0.0
15,28.766031210541417,38.13607588177642,90.97501004605567,0.0
16,31.470009242620506,35.45007166010542,109.31034680919186,1.0
17,31.243415544341683,34.61933004676844,111.29942563347652,0.0
18,31.024140699548553,34.602650700012205,111.25529753785001,0.0
19,30.04670882708793,33.07887072727619,110.17317043269955,0.0
20,31.011242057954938,34.2461154735209,113.39412903580505,0.0
21,31.1312187844968,34.974186675087985,113.3669496612636,0.0
22,31.044001751057742,36.46504733702615,112.06667525262712,0.0
23,31.288267780279917,36.20680522841898,112.94403973550394,0.0
24,31.878535334273842,33.51251432999218,112.0446761563596,0.0
25,32.21514039374925,33.77688730846072,112.4360060291993,0.0
26,28.146059165205322,37.72240552443574,96.9855221462706,0.0
27,28.176784508080516,39.99237162657808,95.5515699393804,0.0
28,28.330477200881724,39.694340596123865,98.72591596682874,0.0
29,28.890782176652728,40.21767614257886,100.06124552079952,0.0
30,27.857104486077255,40.74070911903855,98.09967590650916,0.0
31,28.89613172857499,39.86506292267468,98.11085927814608,0.0
32,28.85561901386206,39.246052344136984,99.16189277067878,0.0
33,29.03913764249084,40.516055734937,93.72789028425272,0.0
34,29.72260146080502,43.37186117926079,93.53178364456974,0.0
35,29.056718340964586,45.174928525170955,95.44419471576217,0.0
36,29.73664692717811,44.189261875138506,97.39134905658139,0.0
37,28.56896285606539,42.965724890085646,97.44877937330448,0.0
38,28.205189176575573,42.80106128085901,95.01752177958288,0.0
39,28.449466669406775,41.90685347737906,92.7810007777926,0.0
40,29.119553265519176,40.8555684679706,91.79480383356481,0.0
41,28.27909831385969,41.250553101084556,95.0679618364747,0.0
42,28.22802278503454,40.55024078398099,94.37086226018829,0.0
43,28.606326401717844,40.303060082987955,99.07895178117245,0.0
44,27.45579295048254,38.9852191950712,101.69167531922858,0.0
45,27.706292671270695,37.838178634960585,99.63397010620506,0.0
46,27.371541488288425,37.56363240337818,99.90960125076336,0.0
47,28.879937663337767,37.913396716576386,104.46385281190037,0.0
48,29.715839832571213,37.70177243355174,104.34078904799712,0.0
49,28.735889136955286,39.04875904567541,105.96407793686822,0.0
50,28.528697831654977,40.1126270227051,104.54985398777345,0.0
51,28.250472550851832,39.79213357838664,103.6729133124556,0.0
52,27.969835691892975,39.69831391458817,106.78715093104476,0.0
53,28.426225684108054,39.3790572840209,106.62994290969395,0.0
54,29.680986440539744,39.01264159025719,103.70174762369865,0.0
55,30.506548604295194,37.65443962132501,104.63394071413191,0.0
56,30.31725922816377,37.320940064401015,105.77618370402747,0.0
57,29.634091927128708,37.93952271569696,102.22715568409043,0.0
58,29.627914498046255,38.35284194755735,103.82665065717853,0.0
59,30.997207139288804,38.379721406813346,102.8811721271516,0.0
60,30.59557803566876,38.39778119506359,105.11310811177927,0.0
61,30.695289687545007,38.908612094181635,105.26013312520097,0.0
62,30.48058320069498,39.642619031484536,103.14335959319666,0.0
63,29.576641744234205,39.78297202457546,103.32887758998977,0.0
64,29.46740489418333,40.910835315586446,103.37087557439258,0.0
65,29.679884848910643,41.076384757063394,102.11201250507723,0.0
66,30.063488549731794,39.70256735775114,100.20271105793934,0.0
67,30.719861186603413,38.99649951772183,99.97562382123773,0.0
68,30.73504748342545,39.80863028269044,96.74879434001427,0.0
69,29.924715042561708,40.32146812630227,98.68529095180753,0.0
70,30.34499996423856,40.401617791998504,98.41845001012268,0.0
71,31.20684773580345,41.363069549142445,96.94245559938157,0.0
72,31.742102203251488,41.15180446786522,96.06244449923864,0.0
73,33.122527343198826,41.36218069010189,95.36730612341819,0.0
74,31.406391879956857,40.744070718718106,96.18593554778691,0.0
75,31.139223117859057,40.93075077982727,97.30496664569364,0.0
76,31.218751712768313,43.068962595460576,96.47629919302173,0.0
