time,cpu,mem,net,label
0,32.483570765056164,35.27375207517933,87.047595925526,0.0
1,29.308678494144075,38.98836930499137,99.53194766591373,0.0
2,33.23844269050346,34.45306055300027,100.2702530806667,0.0
3,37.61514928204013,37.84426929252672,107.08945518765108,0.0
4,28.829233126383322,26.7446973313235,79.4971245507876,0.0
5,28.8293152152541,41.49305595161057,108.88850910770996,0.0
6,37.896064077536955,40.00843832753557,59.43412552595837,0.0
7,33.837173645764544,34.28037958252266,90.55173171454284,0.0
8,27.65262807032524,44.614719679026834,92.67589236322684,0.0
9,32.712800217929825,46.56299096338591,109.49990239106857,0.0
10,27.682911535937688,28.74708094941718,100.33946279015304,0.0
11,27.671351232148716,34.6609265500365,78.9165541921557,0.0
12,31.20981135783017,34.616003551488916,85.22510311274478,0.0
13,20.433598776711012,33.42067829223795,102.9802001432111,0.0
14,21.375410837434835,45.80632389352224,98.81398987203166,0.0
15,27.188562353795138,38.64321702859038,91.31313835546379,0.0
16,74.93584439832787,8.148396110825722,292.78749315732034,1.0
17,81.57123666297636,-4.027036550847274,310.4425199573893,1.0
18,75.45987962239394,14.447926211464583,292.2346114069618,1.0
19,72.93848149332354,1.3251912360256917,298.67863133956394,1.0
20,87.32824384460777,10.419528411864299,332.54904882120815,1.0
21,78.87111849756732,11.941638565707343,278.64476044674115,1.0
22,80.33764102343962,19.52461017087056,272.2223590263801,1.0
23,72.87625906893271,0.8382572061662152,311.7538449719791,1.0
24,77.27808637737408,-11.136585090745776,289.82035408058846,1.0
25,80.55461294854933,11.286946813275861,295.2264370838607,1.0
26,74.24503211288848,22.603578270575973,288.2826543280333,1.0
27,81.87849009172837,18.67262447057606,296.1029978884873,1.0
28,76.99680655040598,11.467615906922383,323.9780716814451,1.0
29,78.54153125103362,6.558546700575668,312.0319268792718,1.0
30,76.99146693885302,15.649858176461173,312.9333526783047,1.0
31,89.26139092254469,3.185176602068722,278.7565941631103,1.0
32,79.93251387631034,13.334504385493531,282.73269395170695,1.0
33,74.7114453552205,13.538291114166384,257.4138201077186,1.0
34,84.11272456051594,17.42146935249216,287.8592876837587,1.0
35,73.89578175014489,29.317620272377546,314.3505477957849,1.0
36,81.04431797502377,12.746911770251373,307.7541977362256,1.0
37,70.20164938060113,6.437254620047511,296.67730105571815,1.0
38,73.35906975550785,9.820979814656042,299.6654957442292,1.0
39,80.98430617934562,-2.3835313342238287,289.6667168613689,1.0
40,83.69233289997706,5.137008082376596,303.07138323602675,1.0
41,80.85684140594985,7.135022933208269,311.4881741922092,1.0
42,79.4217585880588,6.331381214457849,275.7616981888429,1.0
43,78.49448152205355,11.066484104236054,304.49471531756024,1.0
44,72.60739004816287,4.243060473324597,313.98652306432,1.0
45,76.40077895802645,17.847214671271303,293.7734956655495,1.0
46,27.696806145201062,40.00144945442738,110.51050918180876,0.0
47,35.285611131094576,39.93489775202961,142.21981666708828,0.0
48,31.71809144784231,37.70473698440958,98.43485810519662,0.0
49,21.18479922318633,41.08633478701285,105.89960575007986,0.0
50,31.620419846973974,45.77568785267344,88.92914374507913,0.0
51,28.074588597918417,33.9300884900237,102.71876743903076,0.0
52,26.615389998470206,35.3931845764732,106.90407437473456,0.0
53,33.058381444204336,37.87391779856335,102.92263510405208,0.0
54,35.154997612479754,30.578903535687495,84.70457020436714,0.0
55,34.65640059558099,34.26519498194951,103.09542656988177,0.0
56,25.803912383886807,36.66645388518739,121.93293908076456,0.0
57,28.453938120743928,46.12072426498909,106.7295364677179,0.0
58,31.65631715701782,41.837929303013475,114.42980783607761,0.0
59,34.877725635611796,41.35512937957281,96.44482044981058,0.0
60,27.60412881077355,45.956285735175804,111.24850359135566,0.0
61,29.071705116680914,39.03839748120422,104.1890175732479,0.0
62,24.46832512996986,42.73325394950223,85.73633905469153,0.0
63,24.018966879596647,39.27744772947253,104.77781507198311,0.0
64,34.06262911197099,41.8575364457974,85.12455004839535,0.0
65,36.78120014285412,35.92068939671893,90.50679587672812,0.0
66,29.63994939209833,22.928279892064996,102.8399246093856,0.0
67,35.017664489460124,39.06004586469587,104.45866410070187,0.0
68,31.80818012523817,49.959236952699584,82.16151302384306,0.0
69,26.77440122697438,46.48350781569115,115.80978656774315,0.0
70,31.80697802754207,46.757782392138196,108.5800941745071,0.0
71,37.690182832329846,48.65291505264352,89.42907346583674,0.0
72,29.820869804450243,40.62060313673006,76.93622805326237,0.0
73,37.82321827907003,41.381209951839175,97.82643131377853,0.0
74,16.90127447955128,35.67643673195955,93.31084429208259,0.0
75,34.10951252187612,37.78749000781065,101.69710685579534,0.0
76,30.435235341190857,44.31039804839799,94.55325008266651,0.0
77,28.50496324767066,48.42719106018171,69.88814708882485,0.0
78,30.45880388267751,39.023876070233,94.17479592548263,0.0
79,20.062155426995535,36.84867514604012,95.4157133339753,0.0
80,28.90164056081244,40.00369571199618,109.50491537161088,0.0
81,31.78556285755873,44.20844724250381,89.52700488083426,0.0
82,37.38947022370758,29.89301628706521,125.1801201005885,0.0
83,27.40864890863176,23.926733328039333,71.32539174022364,0.0
84,25.95753198553406,36.146242053558915,119.66751246703937,0.0
85,27.491214782077318,31.45501301860089,96.63521543682843,0.0
86,34.57701058851037,36.44301861646883,112.89377308515334,0.0
87,31.643755548298422,38.9655377682777,101.197022260881,0.0
88,27.351198981164806,36.82726113683891,117.09333304038203,0.0
89,32.56633716556678,50.16727274129522,94.18957053170783,0.0
90,30.4853877467402,42.28721335221624,83.52069362233281,0.0
91,34.84322495266444,42.1033205172758,121.30756430906595,0.0
92,26.489734530613237,44.35545000830381,98.29779031176788,0.0
93,28.361689267011158,32.02816817553462,103.32337710436316,0.0
94,28.039459234339212,47.27378251194188,118.52127871067192,0.0
95,22.682425259339407,39.46964999425178,84.52067136858348,0.0
96,31.48060138532288,44.69336432068849,108.93236346458886,0.0
97,31.305276360899448,32.49699936871891,91.15157865305663,0.0
98,30.025567283212304,29.12368863788755,98.01745966533443,0.0
99,28.827064333124262,45.7252276061752,101.08418448076434,0.0
100,22.92314628974793,42.63486668268261,77.49667207829596,0.0
101,27.896773386173205,33.68563911949743,88.31744435769347,0.0
102,28.286427417366152,33.91235843107714,120.26609338619708,0.0
103,25.988613653891907,47.87804349090339,113.29286782877193,0.0
104,29.193571441669953,31.674116749928704,99.06040634009148,0.0
105,32.02025428407269,51.498710672791745,103.6468518776934,0.0
106,39.43092950605265,33.695654857464916,95.58636241545314,0.0
107,30.872889064159196,44.468743479258684,120.34875078741973,0.0
108,31.28775195361382,37.699670669757104,96.99471133308754,0.0
109,29.627770421169163,44.2223120175764,103.47763138202272,0.0
110,20.406143923504793,36.19120198520065,117.19045216213098,0.0
111,29.867430622753915,38.86044965749394,88.3394277273114,0.0
112,30.301151049705133,40.286434227770044,123.3818377674534,0.0
113,42.316210562426434,32.98468780952969,77.04307885384935,0.0
114,29.038195176094387,45.18577041794088,124.44463196669199,0.0
115,31.507736711668063,36.40750503469891,94.40986624072038,0.0
116,29.826441151473784,38.39980059261987,96.35951878262077,0.0
117,24.15660981190234,33.039554377740416,71.64984743225585,0.0
118,35.7141140725751,22.063664388432827,93.17807923933461,0.0
119,33.75966516343387,38.662805661798814,84.40290203459674,0.0
120,33.95515973521523,56.888307951290415,90.88530481939792,0.0
