time,cpu,mem,net,label,nsa_anomaly
0,32.483570765056164,35.27375207517933,87.047595925526,0.0,0
1,30.89612462960012,37.13106069008535,93.28977179571986,0.0,0
2,31.27356059232377,36.72071492899582,99.9011003732902,0.0,0
3,35.4267959862718,36.148664922763494,103.67985413415887,0.0,0
4,33.222191204211725,32.294483311925106,93.29328986921934,0.0,0
5,28.829274170818707,34.11887664146704,94.19281682924878,0.0,0
6,33.36268964639553,40.75074713957307,84.16131731683417,0.0,0
7,35.86661886165075,37.14440895502912,74.99292862025061,0.0,0
8,30.744900858044893,39.447549630774745,91.61381203888484,0.0,0
9,30.182714144127537,45.58885532120637,101.0878973771477,0.0,0
10,30.19785587693376,37.65503595640155,104.9196825906108,0.0,0
11,27.6771313840432,31.70400374972684,89.62800849115436,0.0,0
12,29.440581294989443,34.638465050762704,82.07082865245023,0.0,0
13,25.821705067270592,34.018340921863434,94.10265162797792,0.0,0
14,20.904504807072925,39.6135010928801,100.89709500762136,0.0,0
15,24.281986595614985,42.22477046105631,95.06356411374772,0.0,0
16,51.062203376061504,23.39580656970805,192.05031575639208,1.0,0
17,78.25354053065212,2.060679779989224,301.61500655735483,1.0,0
18,78.51555814268515,5.210444830308655,301.33856568217556,1.0,0
19,74.19918055785874,7.8865587237451376,295.45662137326286,1.0,0
20,80.13336266896565,5.872359823944996,315.613840080386,1.0,0
21,83.09968117108755,11.18058348878582,305.59690463397465,1.0,0
22,79.60437976050346,15.733124368288951,275.4335597365606,1.0,0
23,76.60695004618617,10.181433688518387,291.9881019991796,1.0,0
24,75.0771727231534,-5.14916394228978,300.7870995262838,1.0,0
25,78.91634966296171,0.0751808612650419,292.52339558222457,1.0,0
26,77.39982253071891,16.945262541925917,291.75454570594695,1.0,0
27,78.06176110230842,20.638101370576017,292.1928261082603,1.0,0
28,79.43764832106717,15.070120188749222,310.0405347849662,1.0,0
29,77.76916890071979,9.013081303749026,318.00499928035845,1.0,0
30,77.76649909494333,11.10420243851842,312.4826397787882,1.0,0
31,83.12642893069886,9.417517389264948,295.8449734207075,1.0,0
32,84.59695239942752,8.259840493781127,280.74464405740866,1.0,0
33,77.32197961576543,13.436397749829958,270.07325702971275,1.0,0
34,79.41208495786822,15.479880233329272,272.63655389573864,1.0,0
35,79.00425315533042,23.369544812434853,301.1049177397718,1.0,0
36,77.47004986258433,21.032266021314456,311.05237276600525,1.0,0
37,75.62298367781244,9.592083195149442,302.2157493959719,1.0,0
38,71.78035956805448,8.129117217351777,298.17139839997367,1.0,0
39,77.17168796742673,3.7187242402161065,294.66610630279905,1.0,0
40,82.33831953966134,1.3767383740763837,296.36905004869783,1.0,0
41,82.27458715296345,6.1360155077924325,307.279778714118,1.0,0
42,80.13929999700431,6.733202073833059,293.62493619052606,1.0,0
43,78.95812005505617,8.698932659346951,290.12820675320154,1.0,0
44,75.55093578510821,7.654772288780325,309.24061919094015,1.0,0
45,74.50408450309466,11.04513757229795,303.8800093649347,1.0,0
46,52.04879255161376,28.92433206284934,202.14200242367912,0.0,0
47,31.491208638147818,39.96817360322849,126.36516292444853,0.0,0
48,33.50185128946844,38.8198173682196,120.32733738614246,0.0,0
49,26.45144533551432,39.39553588571121,102.16723192763824,0.0,0
50,26.402609535080153,43.43101131984315,97.4143747475795,0.0,0
51,29.847504222446197,39.85288817134857,95.82395559205494,0.0,0
52,27.344989298194314,34.661636533248455,104.81142090688266,0.0,0
53,29.836885721337268,36.63355118751828,104.91335473939333,0.0,0
54,34.106689528342045,34.22641066712542,93.8136026542096,0.0,0
