time,cpu,mem,net,label,nsa_anomaly
0,32.483570765056164,35.27375207517933,87.047595925526,0.0,0
1,30.89612462960012,37.13106069008535,93.28977179571986,0.0,0
2,31.676897316567903,36.23839397772366,95.61659889070216,0.0,0
3,33.161460307935954,36.639862806424425,98.48481296493938,0.0,0
4,32.29501487162543,34.66082971140424,94.68727528210904,0.0,0
5,31.71739826223021,35.799534084771956,97.05414758637583,0.0,0
6,32.60006480727403,36.40080611945248,91.67985872060191,0.0,0
7,32.75470341208534,36.13575280233625,91.53884284484454,0.0,0
8,32.187806151889774,37.07786023307965,91.66518168022034,0.0,0
9,32.24030555849378,38.02637330611027,93.44865375130516,0.0,0
10,31.760239635581932,37.37370619353406,94.77784043776788,0.0,0
11,31.5965069093824,36.940961918038575,92.71630109039208,0.0,0
12,31.393643776115074,36.95725621788743,91.21178609359988,0.0,0
13,29.67548872558216,36.51489711785856,90.80086058915587,0.0,0
14,28.930106496687312,38.42105977407843,92.73254712128028,0.0,0
15,28.766031210541417,38.13607588177642,90.97501004605569,0.0,0
16,32.470009242620506,34.95007166010542,114.31034680919186,1.0,0
17,37.24341554434169,31.119330046768436,136.29942563347652,1.0,0
18,42.02414069954855,28.10265070001221,156.25529753785003,1.0,0
19,46.046708827087926,23.57887072727619,175.17317043269955,1.0,0
20,52.01124205795494,21.7461154735209,198.3941290358051,1.0,0
21,57.131218784496795,19.474186675087985,218.3669496612636,1.0,0
22,62.044001751057735,17.96504733702615,237.0666752526271,1.0,0
23,67.28826778027991,14.706805228418975,257.9440397355039,1.0,0
24,72.87853533427383,9.012514329992175,277.0446761563596,1.0,0
25,78.21514039374925,6.276887308460722,297.43600602919935,1.0,0
26,78.14605916520532,7.7224055244357475,296.98552214627057,1.0,0
27,78.17678450808052,9.99237162657808,295.5515699393804,1.0,0
28,78.33047720088172,9.694340596123862,298.7259159668287,1.0,0
29,78.89078217665272,10.217676142578858,300.0612455207995,1.0,0
30,77.85710448607725,10.740709119038543,298.09967590650916,1.0,0
31,78.89613172857499,9.865062922674683,298.11085927814605,1.0,0
32,78.85561901386207,9.24605234413698,299.1618927706787,1.0,0
33,79.03913764249083,10.516055734936998,293.7278902842527,1.0,0
34,79.72260146080502,13.37186117926079,293.5317836445697,1.0,0
35,79.05671834096458,15.17492852517096,295.44419471576214,1.0,0
36,79.73664692717811,14.189261875138502,297.39134905658136,1.0,0
37,78.56896285606538,12.965724890085644,297.4487793733045,1.0,0
38,78.20518917657557,12.801061280859011,295.01752177958286,1.0,0
39,78.44946666940677,11.90685347737906,292.7810007777926,1.0,0
40,79.11955326551917,10.855568467970604,291.7948038335648,1.0,0
41,78.27909831385969,11.250553101084558,295.0679618364747,1.0,0
42,78.22802278503454,10.55024078398099,294.3708622601883,1.0,0
43,78.60632640171785,10.303060082987958,299.07895178117246,1.0,0
44,77.45579295048255,8.9852191950712,301.6916753192286,1.0,0
45,77.70629267127069,7.838178634960576,299.633970106205,1.0,0
46,72.37154148828843,10.563632403378175,279.9096012507634,0.0,0
47,68.87993766333777,13.913396716576386,264.4638528119004,0.0,0
48,64.71583983257122,16.701772433551742,244.34078904799708,0.0,0
49,58.73588913695528,21.04875904567541,225.96407793686825,0.0,0
50,53.52869783165497,25.11262702270509,204.54985398777345,0.0,0
51,48.25047255085183,27.792133578386636,183.6729133124556,0.0,0
52,42.969835691892975,30.69831391458817,166.78715093104478,0.0,0
53,38.426225684108054,33.3790572840209,146.62994290969397,0.0,0
54,34.68098644053974,36.01264159025719,123.70174762369864,0.0,0
