time,cpu,mem,net,label,nsa_anomaly
0,32.483570765056164,35.27375207517933,87.047595925526,0.0,0
1,30.89612462960012,37.13106069008535,93.28977179571986,0.0,0
2,31.676897316567903,36.23839397772366,95.61659889070216,0.0,0
3,33.161460307935954,36.639862806424425,98.48481296493938,0.0,0
4,32.29501487162543,34.66082971140424,94.68727528210904,0.0,0
5,31.71739826223021,35.799534084771956,97.05414758637583,0.0,0
6,32.60006480727403,36.40080611945248,91.67985872060191,0.0,0
7,32.75470341208534,36.13575280233625,91.53884284484454,0.0,0
8,32.187806151889774,37.07786023307965,91.66518168022034,0.0,0
9,32.24030555849378,38.02637330611027,93.44865375130516,0.0,0
10,31.760239635581932,37.37370619353406,94.77784043776788,0.0,0
11,31.5965069093824,36.940961918038575,92.71630109039208,0.0,0
12,31.393643776115074,36.95725621788743,91.21178609359988,0.0,0
13,29.67548872558216,36.51489711785856,90.80086058915587,0.0,0
14,28.930106496687312,38.42105977407843,92.73254712128028,0.0,0
15,28.766031210541417,38.13607588177642,90.97501004605569,0.0,0
16,33.08967236078293,40.434868791491645,113.72780759740326,1.0,0
17,32.863078662504115,39.604127178154656,115.71688642168792,0.0,0
18,32.64380381771098,39.58744783139843,115.67275832606144,0.0,0
19,31.66637194525036,38.06366785866241,114.59063122091096,0.0,0
20,32.630905176117366,39.23091260490712,117.81158982401648,0.0,0
21,32.75088190265923,39.95898380647421,117.78441044947502,0.0,0
22,32.66366486922017,41.449844468412365,116.48413604083854,0.0,0
23,32.90793089844233,41.1916023598052,117.36150052371534,0.0,0
24,33.49819845243626,38.4973114613784,116.462136944571,0.0,0
25,33.83480351191169,38.761684439846945,116.8534668174107,0.0,0
26,28.146059165205315,37.72240552443575,96.9855221462706,0.0,0
27,28.176784508080516,39.99237162657808,95.5515699393804,0.0,0
28,28.330477200881724,39.694340596123865,98.72591596682872,0.0,0
29,28.890782176652728,40.21767614257886,100.06124552079952,0.0,0
30,27.857104486077255,40.74070911903855,98.09967590650916,0.0,0
31,28.89613172857499,39.86506292267468,98.11085927814608,0.0,0
32,28.85561901386206,39.246052344136984,99.16189277067876,0.0,0
33,29.03913764249084,40.516055734937,93.72789028425272,0.0,0
34,29.72260146080502,43.37186117926079,93.53178364456974,0.0,0
35,29.056718340964583,45.174928525170955,95.44419471576217,0.0,0
36,29.73664692717811,44.189261875138506,97.3913490565814,0.0,0
37,28.56896285606539,42.965724890085646,97.44877937330448,0.0,0
38,28.205189176575573,42.80106128085901,95.01752177958288,0.0,0
39,28.449466669406775,41.90685347737906,92.7810007777926,0.0,0
40,29.119553265519176,40.8555684679706,91.7948038335648,0.0,0
41,28.27909831385969,41.25055310108456,95.06796183647472,0.0,0
42,28.22802278503454,40.55024078398099,94.37086226018828,0.0,0
43,28.606326401717844,40.303060082987955,99.07895178117244,0.0,0
44,27.45579295048254,38.9852191950712,101.69167531922858,0.0,0
45,27.706292671270695,37.838178634960585,99.63397010620504,0.0,0
46,27.371541488288425,37.56363240337818,99.90960125076336,0.0,0
47,28.879937663337767,37.913396716576386,104.46385281190037,0.0,0
48,29.715839832571213,37.70177243355174,104.34078904799712,0.0,0
49,28.735889136955286,39.04875904567541,105.96407793686822,0.0,0
50,28.528697831654977,40.1126270227051,104.54985398777345,0.0,0
51,28.250472550851832,39.79213357838664,103.6729133124556,0.0,0
52,27.969835691892975,39.69831391458817,106.78715093104476,0.0,0
53,28.426225684108054,39.3790572840209,106.62994290969397,0.0,0
54,29.680986440539744,39.01264159025719,103.70174762369868,0.0,0
